0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,1,0,1,0,1
0,0,0,0,1,0,0,0,1,1
0,0,0,0,1,0,0,1,0,1
1,0,0,1,0,0,0,0,0,1
0,0,0,0,2,1,2,3,2,10
0,0,0,0,2,2,1,2,3,10
0,0,0,0,2,2,2,2,2,10
0,0,0,0,2,2,2,3,1,10
0,0,0,0,2,3,1,2,2,10
0,0,0,0,3,1,2,2,2,10
0,0,0,0,3,2,2,2,1,10
0,0,0,1,1,2,2,2,2,10
0,0,0,1,2,2,0,2,3,10
0,0,0,1,2,2,2,1,2,10
0,0,0,1,2,2,2,3,0,10
0,0,0,1,2,3,0,2,2,10
0,0,0,1,3,2,2,2,0,10
0,0,0,2,1,2,1,2,2,10
0,0,0,2,2,2,0,2,2,10
0,0,0,2,2,2,0,3,1,10
0,0,0,2,2,2,1,1,2,10
0,0,0,2,3,2,0,2,1,10
0,0,1,0,3,2,2,2,0,10
0,0,1,2,1,2,2,2,0,10
0,0,1,2,2,0,2,2,1,10
0,0,1,2,2,1,2,2,0,10
0,0,1,2,2,2,2,1,0,10
0,0,1,2,3,2,0,2,0,10
0,0,1,2,4,4,2,5,2,10
0,0,1,2,5,4,2,4,2,10
0,0,1,2,6,2,2,4,3,10
0,0,1,2,6,2,2,5,2,10
0,0,1,2,6,2,3,4,2,10
0,0,1,2,6,3,2,4,2,10
0,0,1,3,6,2,2,4,2,10
0,0,2,0,5,4,2,4,3,10
0,0,2,1,2,1,2,2,0,10
0,0,2,1,2,2,1,2,0,10
0,0,2,1,3,2,0,2,0,10
0,0,2,1,4,4,2,5,2,10
0,0,2,1,4,4,3,4,2,10
0,0,2,1,6,3,2,4,2,10
0,0,2,1,6,4,2,3,2,10
0,0,2,2,2,1,1,2,0,10
0,0,2,2,2,1,2,1,0,10
0,0,2,2,3,4,2,4,3,10
0,0,2,2,3,4,2,5,2,10
0,0,2,2,3,4,3,4,2,10
0,0,2,2,4,2,3,4,3,10
0,0,2,2,4,2,3,5,2,10
0,0,2,2,4,4,1,5,2,10
0,0,2,2,4,4,3,4,1,10
0,0,2,2,5,2,2,4,3,10
0,0,2,2,5,2,2,5,2,10
0,0,2,2,5,4,0,4,3,10
0,0,2,2,5,4,2,2,3,10
0,0,2,2,5,4,2,4,1,10
0,0,2,2,5,4,3,2,2,10
0,0,2,2,6,2,2,4,2,10
0,0,2,2,6,2,3,3,2,10
0,0,2,2,6,3,1,4,2,10
0,0,2,2,6,3,2,2,3,10
0,0,2,2,6,3,2,4,1,10
0,0,2,2,6,3,3,2,2,10
0,0,2,2,6,4,1,3,2,10
0,0,2,2,6,4,2,2,2,10
0,0,2,3,3,4,2,4,2,10
0,0,2,3,4,2,2,4,3,10
0,0,2,3,4,2,2,5,2,10
0,0,2,3,4,4,1,4,2,10
0,0,2,3,4,4,2,4,1,10
0,0,2,3,5,4,2,2,2,10
0,0,2,3,6,2,2,3,2,10
0,0,2,3,6,3,2,2,2,10
0,1,0,2,2,2,0,3,0,10
0,1,0,2,4,4,2,5,2,10
0,1,0,2,5,4,2,4,2,10
0,1,0,2,6,2,2,4,3,10
0,1,0,2,6,2,2,5,2,10
0,1,0,2,6,3,2,4,2,10
0,1,1,2,2,0,2,2,0,10
0,1,1,4,2,4,2,4,2,10
0,1,1,4,4,4,2,2,2,10
